id;englishTitle;japaneseTitle;startDate;endDate;year;subtype;status;posterImage;episodeCount;episodeLength;totalLength
672;Oniisama e...;おにいさまへ…;14/07/1991;31/05/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/709/small.jpg?1597697524;39;25;975
673;Aeon Flux Season 1;Æon Flux;01/09/1991;01/09/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/7940/small.jpg?1597698299;6;5;30
674;Mahou no Princess Minky Momo: Yume wo Dakishimete;魔法のプリンセス　ミンキーモモ（夢を抱きしめて）;02/10/1991;23/12/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/4359/small.jpg?1408452305;62;24;1488
675;Reporter Blues;レポーターブルース;03/10/1991;08/11/1991;1991;TV;finished;https://media.kitsu.io/anime/poster_images/4658/small.jpg?1408453162;52;22;1144
676;Genji Tsuushin Agedama;ゲンジ通信あげだま;04/10/1991;25/09/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/5247/small.jpg?1408454780;51;25;1275
677;Kinnikuman: Kinnikusei Oui Soudatsu-hen;キン肉マン　キン肉星王位争奪編;06/10/1991;27/09/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/2907/small.jpg?1408448122;46;24;1104
678;Moero! Top Striker;燃えろ! トップストライカー;10/10/1991;24/09/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/3011/small.jpg?1408448420;49;24;1176
679;Tanoshii Muumin Ikka Bouken Nikki;楽しいムーミン一家 冒険日記;10/10/1991;26/03/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/4253/small.jpg?1597697925;26;25;650
680;Honoo no Toukyuuji: Dodge Danpei;炎の闘球児・ドッジ弾平;14/10/1991;21/09/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/2019/small.jpg?1597691743;47;0;44
681;Dragon Quest: Dai no Daibouken;ドラゴンクエスト・ダイの大冒険;17/10/1991;24/09/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/2020/small.jpg?1408445540;46;24;1104
682;Yokoyama Mitsuteru Sangokushi;横山光輝 三国志;18/10/1991;25/09/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/860/small.jpg?1486236369;47;23;1081
683;Chie-chan Funsenki: Jarinko Chie;チエちゃん奮戦記 じゃりン子チエ;19/10/1991;22/09/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/5711/small.jpg?1408456251;39;25;975
684;Marude Dameo;丸出だめ夫;02/11/1991;26/09/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/9436/small.jpg?1412323490;47;25;1175
685;Watashi to Watashi: Futari no Lotte;わたしとわたし～ふたりのロッテ;09/11/1991;05/09/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/3198/small.jpg?1408449036;29;24;696
686;Ultraman Kids: Haha wo Tazunete 3000-man Kounen;ウルトラマンキッズ 母をたずねて3000万光年;17/11/1991;24/05/1992;1991;TV;finished;https://media.kitsu.io/anime/poster_images/5475/small.jpg?1408455583;26;24;624
687;Mikan-Seijin;ミカンせいじん;01/01/1992;01/01/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/4783/small.jpg?1408453499;26;1;26
688;Tomodachi de Iyou ne;ともだちでいようね;01/01/1992;01/01/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/10475/small.jpg?1597690608;26;5;130
689;Hei Mao Jing Zhang (1992);黑貓警長;01/01/1992;01/12/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/12797/small.jpg?1486236831;12;7;84
690;Mama wa Shougaku 4 Nensei;ママは小学４年生;10/01/1992;25/12/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/300/small.jpg?1597691047;51;24;1224
691;Daisougen no Chiisana Tenshi: Bush Baby;大草原の小さな天使　ブッシュベイビー;12/01/1992;20/12/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/2641/small.jpg?1408447218;40;0;39
692;Hana no Mahoutsukai Mary Bell;花の魔法使いマリーベル;03/02/1992;18/01/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/2560/small.jpg?1408447014;50;24;1200
693;Densetsu no Yuusha Da Garn;伝説の勇者ダ・ガーン;08/02/1992;23/01/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/2559/small.jpg?1597691724;46;24;1104
694;Uchuu no Kishi Tekkaman Blade;宇宙の騎士テッカマンブレード;18/02/1992;02/02/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/1309/small.jpg?1408443689;49;25;1225
695;Bishoujo Senshi Sailor Moon;美少女戦士セーラームーン;07/03/1992;27/02/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/489/small.jpg?1597697343;46;24;92
696;Youyou no Neko Tsumami;ヨーヨーの猫つまみ;30/03/1992;25/09/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/6810/small.jpg?1408459469;130;5;650
697;Oyayubi Hime Monogatari;おやゆび姫物語;31/03/1992;30/09/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/2539/small.jpg?1569386117;26;24;624
698;Genki Bakuhatsu Ganbaruger;元気爆発ガンバルガー;01/04/1992;24/02/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/2643/small.jpg?1408447265;47;24;1128
699;Nagagutsu wo Haita Neko no Bouken;長靴をはいた猫の冒険;01/04/1992;23/09/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/3624/small.jpg?1408450185;26;25;650
700;Salad Juu Yuushi Tomatoman;サラダ十勇士トマトマン;03/04/1992;27/03/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/3980/small.jpg?1486236654;50;23;1150
701;Chou Dendou Robo Tetsujin 28-gou FX;超電動ロボ 鉄人28号FX;05/04/1992;30/03/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/6125/small.jpg?1597690677;47;24;1128
702;Chirorin Mura Monogatari;チロリン村物語;06/04/1992;19/03/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/5607/small.jpg?1408455934;170;10;1700
703;Manga Nihonshi (NHK Han);まんが日本史[NHK版];06/04/1992;08/03/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/9899/small.jpg?1413322522;40;20;800
704;Oi! Ryouma;お〜い!竜馬;07/04/1992;30/03/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/5327/small.jpg?1408455090;39;25;975
705;Sasurai-kun;さすらいくん;07/04/1992;30/06/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/9568/small.jpg?1412324376;13;25;325
706;Chikyuu SOS Sore Ike Kororin;地球SOSそれいけコロリン;08/04/1992;10/03/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/7142/small.jpg?1408460455;26;25;650
707;Cooking Papa;クッキングパパ;09/04/1992;25/05/1995;1992;TV;finished;https://media.kitsu.io/anime/poster_images/5203/small.jpg?1408454657;151;25;3775
708;Ashita e Free Kick;あしたへフリーキック;14/04/1992;24/04/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/3314/small.jpg?1408449341;52;23;1196
709;Maboroshi Mabo-chan;まぼろしまぼちゃん;17/04/1992;25/09/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/9991/small.jpg?1414991057;24;25;600
710;Aa Harimanada;ああ播磨灘;23/04/1992;01/10/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/5248/small.jpg?1408454782;23;0;32
711;Super Bikkuriman;スーパービックリマン;17/05/1992;04/04/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/4623/small.jpg?1408453072;44;24;1056
712;Yousei Dick;妖精ディック;07/06/1992;06/12/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/5058/small.jpg?1408454225;26;20;520
713;Yadamon;ヤダモン;24/08/1992;16/07/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/2562/small.jpg?1408447018;170;10;1700
714;T-Rex;T-レックス;14/09/1992;23/01/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/9941/small.jpg?1597691603;52;25;1300
715;Aeon Flux Season 2;Unknown;22/09/1992;24/11/1992;1992;TV;finished;https://media.kitsu.io/anime/poster_images/7941/small.jpg?1597690895;5;5;25
716;Hime-chan no Ribbon;姫ちゃんのリボン;02/10/1992;03/12/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/1836/small.jpg?1408445050;61;0;46
717;Shounen Ashibe 2;少年アシベ２;03/10/1992;27/03/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/5503/small.jpg?1408455643;25;25;625
718;Tsuyoshi Shikkari Shinasai;ツヨシしっかりしなさい;04/10/1992;25/12/1994;1992;TV;finished;https://media.kitsu.io/anime/poster_images/4375/small.jpg?1408452349;112;22;2464
719;Space Oz no Bouken;スペース・オズの冒険;05/10/1992;04/04/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/3018/small.jpg?1408448438;26;25;650
720;Non-tan to Issho;ノンタンといっしょ;05/10/1992;18/03/1994;1992;TV;finished;https://media.kitsu.io/anime/poster_images/9065/small.jpg?1410122659;263;5;1315
721;Super Zugan;スーパーヅガン;09/10/1992;13/03/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/4819/small.jpg?1408453595;21;25;525
722;Yuu☆Yuu☆Hakusho;幽☆遊☆白書;10/10/1992;07/01/1995;1992;TV;finished;https://media.kitsu.io/anime/poster_images/359/small.jpg?1597696800;112;24;2688
723;Nangoku Shounen Papuwa-kun;南国少年パプワくん;10/10/1992;02/10/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/2271/small.jpg?1408446281;42;25;1050
724;Flanders no Inu, Boku no Patrasche;フランダースの犬　～ぼくのパトラッシュ～;10/10/1992;27/03/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/2388/small.jpg?1408446586;26;25;650
725;Kaze no Naka no Shoujo: Kinpatsu no Jeanie;風の中の少女 金髪のジェニー;15/10/1992;30/09/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/2802/small.jpg?1408447784;52;26;1352
726;Shin Calimero;新 カリメロ;15/10/1992;09/09/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/4830/small.jpg?1408453623;52;21;1092
727;Mikan Enikki;みかん絵日記;16/10/1992;18/06/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/2947/small.jpg?1408448233;30;23;690
728;Kobo-chan;コボちゃん;19/10/1992;21/03/1994;1992;TV;finished;https://media.kitsu.io/anime/poster_images/9395/small.jpg?1597690966;63;25;1575
729;Boukensha: The Man Was from Spain;冒険者 THE MAN WAS FROM SPAIN;28/11/1992;30/03/1993;1992;TV;finished;https://media.kitsu.io/anime/poster_images/2816/small.jpg?1486236822;26;24;624
730;The New Adventures of Speed Racer;The New Adventures of Speed Racer;01/01/1993;01/01/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/8022/small.jpg?1408463258;13;23;24
731;Miracle☆Girls;ミラクル☆ガールズ;08/01/1993;24/12/1993;1993;TV;finished;https://media.kitsu.io/anime/poster_images/2588/small.jpg?1408447083;51;0;44
732;Wakakusa Monogatari: Nan to Jo-sensei;若草物語ナンとジョー先生;17/01/1993;19/12/1993;1993;TV;finished;https://media.kitsu.io/anime/poster_images/2323/small.jpg?1597697246;40;25;1000
733;Musekinin Kanchou Tylor;無責任艦長タイラー;25/01/1993;19/07/1993;1993;TV;finished;https://media.kitsu.io/anime/poster_images/526/small.jpg?1597697315;26;24;624
734;Yuusha Tokkyuu Might Gaine;勇者特急マイトガイン;30/01/1993;24/01/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/3046/small.jpg?1441929868;47;24;1128
735;Nekketsu Saikyou Go-Saurer;熱血最強ゴウザウラー;03/03/1993;23/02/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/4082/small.jpg?1408451499;51;23;1173
736;Bishoujo Senshi Sailor Moon R;美少女戦士セーラームーン R;06/03/1993;12/03/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/664/small.jpg?1597697207;43;24;1032
737;Kidou Senshi Victory Gundam;機動戦士Vガンダム;02/04/1993;25/03/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/68/small.jpg?1597698806;51;24;1224
738;Pokonyan!;ポコニャン！;05/04/1993;29/03/1996;1993;TV;finished;https://media.kitsu.io/anime/poster_images/4712/small.jpg?1408453310;170;10;1700
739;Kyouryuu Wakusei;恐竜惑星;05/04/1993;27/01/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/5080/small.jpg?1408454287;60;15;900
740;Shippuu! Iron Leaguer;疾風！ アイアンリーガー;06/04/1993;29/03/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/2518/small.jpg?1408446904;52;24;1248
741;Kenyuu Densetsu Yaiba;剣勇伝説ＹＡＩＢＡ;09/04/1993;01/04/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/2115/small.jpg?1408445827;52;22;1144
742;Ghost Sweeper GS Mikami;ゴーストスイーパーGS美神;11/04/1993;06/03/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/2177/small.jpg?1408445991;45;24;1080
743;Dragon League;ドラゴンリーグ;07/05/1993;06/03/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/3977/small.jpg?1408451219;39;24;936
744;Mabeobsaui Adeul Koli;마법사의 아들 코리;25/06/1993;17/09/1993;1993;TV;finished;https://media.kitsu.io/anime/poster_images/10611/small.jpg?1597691638;13;0;0
745;3 Choume no Tama: Uchi no Tama Shirimasenka?;3丁目のタマ うちのタマ知りませんか?;03/07/1993;25/09/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/2241/small.jpg?1597691854;35;23;805
746;Muka Muka Paradise;ムカムカパラダイス;04/09/1993;26/08/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/3457/small.jpg?1408449728;51;25;1275
747;Daisuki! Hello Kitty;大好き！ハローキティ;05/10/1993;29/03/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/2854/small.jpg?1486236946;26;21;546
748;Tanoshii Willow Town;楽しいウイロータウン;07/10/1993;31/03/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/3703/small.jpg?1408450399;26;23;598
749;Heisei Inu Monogatari Bow;平成イヌ物語バウ;14/10/1993;22/09/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/2509/small.jpg?1408446881;40;25;1000
750;Jungle no Ouja Taa-chan;ジャングルの王者ターちゃん;14/10/1993;29/09/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/2994/small.jpg?1408448372;50;0;43
751;Slam Dunk;スラムダンク;16/10/1993;23/03/1996;1993;TV;finished;https://media.kitsu.io/anime/poster_images/148/small.jpg?1597696935;101;23;2323
752;Aoki Densetsu Shoot!;蒼き伝説　シュート！;07/11/1993;25/12/1994;1993;TV;finished;https://media.kitsu.io/anime/poster_images/7887/small.jpg?1408462812;58;0;48
753;Shima Shima Tora no Shimajirou;しましまとらのしまじろう;13/12/1993;31/03/2008;1993;TV;finished;https://media.kitsu.io/anime/poster_images/5857/small.jpg?1597690860;726;23;16698
754;Akazukin Chacha;赤ずきんチャチャ;07/01/1994;30/06/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/82/small.jpg?1597698424;74;24;1776
755;Nanatsu no Umi no Tico;七つの海のティコ;16/01/1994;18/12/1994;1994;TV;finished;https://media.kitsu.io/anime/poster_images/2852/small.jpg?1408447983;39;25;975
756;Yuusha Keisatsu J-Decker;勇者警察ジェイデッカー;05/02/1994;28/01/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/3916/small.jpg?1441930629;48;0;42
757;Marmalade Boy;ママレード・ボーイ;13/03/1994;03/09/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/301/small.jpg?1408441162;76;24;1824
758;Bishoujo Senshi Sailor Moon S;美少女戦士セーラームーン S;19/03/1994;25/02/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/491/small.jpg?1597697124;38;24;912
759;Kidou Butouden G Gundam;機動武闘伝Gガンダム;01/04/1994;31/03/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/75/small.jpg?1597697484;49;24;1176
760;Montana Jones;モンタナ・ジョーンズ;02/04/1994;08/04/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/2929/small.jpg?1408448189;52;0;42
761;Gene Diver;ジーンダイバー;04/04/1994;24/01/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/3626/small.jpg?1408450190;56;15;840
762;Karaoke Senshi Mike-tarou;カラオケ戦士 マイク次郎;04/04/1994;11/03/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/3945/small.jpg?1408451132;20;25;500
763;Goal FH: Field Hunter;ゴールFH (フィールド・ハンター);04/04/1994;26/12/1994;1994;TV;finished;https://media.kitsu.io/anime/poster_images/3994/small.jpg?1408451266;39;30;1170
764;Pacusi;パ ク シ;04/04/1994;05/01/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/4974/small.jpg?1408453994;18;1;18
765;Soccer Fever;サッカーフィーバー;04/04/1994;03/04/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/6343/small.jpg?1408458130;51;28;1428
766;Daisuki! Nendomama;大好き！ねんどママ;04/04/1994;13/03/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/10246/small.jpg?1421482583;9;5;45
767;Fushigina Ano Ko wa Sutekina Kono Ko;ふしぎなあのこはすてきなこのこ;04/04/1994;04/04/1997;1994;TV;finished;https://media.kitsu.io/anime/poster_images/10661/small.jpg?1424857916;0;1;160
768;Haou Taikei Ryuu Knight;覇王大系リューナイト;05/04/1994;28/03/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/1665/small.jpg?1597691519;52;25;1300
769;Red Baron;レッドバロン;05/04/1994;28/03/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/2068/small.jpg?1597691762;49;24;1176
770;Chou Kuse ni Narisou;超くせになりそう;05/04/1994;03/01/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/2529/small.jpg?1408446931;39;25;975
771;Tottemo! Luckyman;とっても！ラッキーマン;06/04/1994;23/03/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/3184/small.jpg?1408449004;50;24;1200
772;Shirayuki Hime no Densetsu;白雪姫の伝説;06/04/1994;29/03/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/3265/small.jpg?1529642219;52;23;1197
773;Kitty's Paradise;キティズパラダイス;06/04/1994;28/09/1994;1994;TV;finished;https://media.kitsu.io/anime/poster_images/3416/small.jpg?1408449617;16;23;368
774;Asobou! Hello Kitty;あそぼう!! ハローキティ;06/04/1994;28/09/1994;1994;TV;finished;https://media.kitsu.io/anime/poster_images/3418/small.jpg?1460390081;26;25;650
775;Omakase Scrappers;おまかせ スクラッパーズ;07/04/1994;05/01/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/9511/small.jpg?1597691089;39;25;975
776;Saikin Ponta;サイキンポンタ;07/04/1994;02/03/1995;1994;TV;finished;https://media.kitsu.io/anime/poster_images/10309/small.jpg?1421483240;12;5;60
